"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1803433390622085422","Wed Jun 19 14:23:21 +0000 2024","0","beli tempered glass di shopee pas nyampe patah HIKS?!!!! @sicepat_ekspres kalau begini gimana... seller udah bubble wrap mantep sampe ada selotip fragilenya tp pas nyampe dusnya bengkok","1803433390622085422","","","in","Indonesia","0","1","0","https://x.com/balsemgorengg/status/1803433390622085422","2292357356","balsemgorengg"
"1803426490530635981","Wed Jun 19 13:55:56 +0000 2024","0","sicepat tetep ekspedisi paling bagus se galaxy","1803426490530635981","","","in","06 | DO NOT FOLLOW FIRST","0","0","0","https://x.com/sakilthekid/status/1803426490530635981","1791434727423123456","sakilthekid"
"1803420761920885127","Wed Jun 19 13:33:10 +0000 2024","0","@sicepat_ekspres Bagaimna cara kerja sama franchise si cepat karena saya kirim email tidak ada respon sama sekali dan saya kontak via instagram tidak memberikan info franchise da dialihkan ke email sedangkan email tidak ada respon","1803420761920885127","","sicepat_ekspres","in","","0","0","0","https://x.com/amFaisal14297/status/1803420761920885127","1542333934834696192","amFaisal14297"
"1802982500630716664","Wed Jun 19 13:13:31 +0000 2024","0","@titicantip @sicepat_ekspres Malah hilang kaa punyakuu","1803415819730428322","","titicantip","in","INA","0","0","0","https://x.com/awndhr/status/1803415819730428322","814782534","awndhr"
"1803414807359660036","Wed Jun 19 13:09:30 +0000 2024","0","Hari ke 55 Paket kami di M4L!NG oknum @JNE_Tangerang Hindari Pakai @JNE_ID Lebih baik pake @IDExpress @sicepat_ekspres @WahanaExpress dll JNE gak bertanggungJawab ni pak @prabowo #fyp #temanjne #polri #ylki #info #video #viral #fakta https://t.co/0JVmsNUhZR","1803414807359660036","https://pbs.twimg.com/ext_tw_video_thumb/1803414767564193792/pu/img/iTYPjHfwrLHkR2jG.jpg","","in","Rawamangun Rock City","0","0","0","https://x.com/Sonnycman/status/1803414807359660036","35670107","Sonnycman"
"1803410576602964169","Wed Jun 19 13:00:45 +0000 2024","0","@brajndal sicepat aja","1803412606675279950","","brajndal","in","","0","1","0","https://x.com/anehsie/status/1803412606675279950","1239355188256714753","anehsie"
"1803411772394913974","Wed Jun 19 12:57:26 +0000 2024","11","Update Bukti Nomor Resi Pengiriman Via SICEPAT BEST NEXT DAY Jasa pengiriman via JNE J&amp;T SICEPAT Pembayaran via transfer. Kami tidak melayani COD Cek Bukti Nomor Resi &amp; Paket Yang Sudah Sampai https://t.co/6CvcDa9EFh Daftar Menu https://t.co/F43yRKMwwU https://t.co/ZWB7lX0G47","1803411772394913974","https://pbs.twimg.com/media/GQcBcu6awAAMQPh.jpg","","in","Indonesia","0","0","0","https://x.com/tokonadila/status/1803411772394913974","1444977575076397065","tokonadila"
"1461118332736659457","Wed Jun 19 12:54:30 +0000 2024","0","@txtdarionlshop @sicepat_ekspres Bantu up juga dong paket dari tgl 8 Juni sampe tgl 19 Juni sekarang ga sampe sampe chat cs sampe datengin ke gudang langsung ga ada kejelasan di oper sana sini saling lempar ini terakhir update tgl 16 @jntexpressid https://t.co/rsNJrSmqX8","1803411032578433142","https://pbs.twimg.com/media/GQcAxtxa0AA0Kbz.jpg","txtdarionlshop","in","Tangerang, Banten","0","1","0","https://x.com/JancokPray/status/1803411032578433142","1196459661555195904","JancokPray"
"1803404802577277088","Wed Jun 19 12:29:45 +0000 2024","0","@sicepat_ekspres kurirnya kebiasaan gk pencet bel main tinggalin aja barang. Awas aja lain kali barang saya diambil org saya cari itu kurir","1803404802577277088","","sicepat_ekspres","in","","0","0","0","https://x.com/_ekky_52_/status/1803404802577277088","2587879495","_ekky_52_"
"1803385396736192549","Wed Jun 19 11:37:41 +0000 2024","0","@cutiejjyu MAU DIKIRIN LEWAT SICEPAT GA DEDE???","1803391700255256971","","cutiejjyu","in","Gamers","0","0","0","https://x.com/veneloxpe/status/1803391700255256971","890912676251017216","veneloxpe"
"1803388036224524689","Wed Jun 19 11:31:58 +0000 2024","0","@SemarakDasa @furelysian https://t.co/XajrpWfniH","1803390260220719332","https://pbs.twimg.com/media/GQbt4UAaIAA3mPp.jpg","SemarakDasa","qme","","0","1","0","https://x.com/RonSICEPAT/status/1803390260220719332","1794708952317587456","RonSICEPAT"
"1803388036224524689","Wed Jun 19 11:23:07 +0000 2024","0","BUGH PACARKU TIDAK SAYANG LAGI APA BENAR MOOTS AKU SAYANG PACARKU BUGH (memukul diri sendiri)","1803388036224524689","","","in","","0","1","0","https://x.com/RonSICEPAT/status/1803388036224524689","1794708952317587456","RonSICEPAT"
"1803386074229612893","Wed Jun 19 11:15:20 +0000 2024","0","apotek berbagai macam gerai f&amp;b &amp; pedagang kakilima deket salon yg banyak &amp; berjejer (idk why) deket RS klinik j&amp;t sicepat lionparcel dll toko fotokopi toko perabot toko elektronik &amp; toko sembako taman. and on top of that banyak pohon &amp; adem ‍↕️","1803386077283328290","","yotsupilled","in","","0","1","0","https://x.com/yotsupilled/status/1803386077283328290","1004515662587256832","yotsupilled"
"1803378799641596210","Wed Jun 19 10:48:35 +0000 2024","0","Katanya tuh ada paket mau dikirim tapi alamatnya kurang jelas padahal biasanya aku pake alamat itu juga nyampe aja dan waktu aku pake jasa sicepat kapan itu juga nyampe aja paketnya.","1803379345630830929","","merlaintclico","in","","0","0","0","https://x.com/merlaintclico/status/1803379345630830929","1796521966809268224","merlaintclico"
"1803378799641596210","Wed Jun 19 10:46:25 +0000 2024","0","Guys tiba tiba diminta shareloc sama org dari sicepat padahal aku gak ada mesen barang sama sekali pake sicepat kecuali minggu lalu dan itu pesanannya udah selesai. Masalahnya no hp nama and alamat bener punya aku tapi aku lagi gak ada mesen barang pake jasa sicepat","1803378799641596210","","","in","","1","2","0","https://x.com/merlaintclico/status/1803378799641596210","1796521966809268224","merlaintclico"
"1803376078880391365","Wed Jun 19 10:43:19 +0000 2024","0","@monii_sc__ Biasanya kalo sicepat ga bisa pick up tuh ada notif ga berhasil pick up disopinya tapi aku baru tau kalo diwa juga ada notif nya coba cek sopinya nya kak sama apa ga","1803378017307337147","","monii_sc__","in","준큐","0","1","0","https://x.com/myprincekyuu/status/1803378017307337147","1295735344134942721","myprincekyuu"
"1803376078880391365","Wed Jun 19 10:35:36 +0000 2024","0","Guys ad yg tau gk ini ap/gimana?? Kan admin gw pertama kali minta pick up in sicepat trnyta ad chat begini ini ap yak gw kagak paham juga soalnya skskks gk usah ditanggepin atoo bales ap?? https://t.co/lgHxvpt3J0","1803376078880391365","https://pbs.twimg.com/media/GQbg_FQa8AA84WO.jpg","","in","","0","1","0","https://x.com/monii_sc__/status/1803376078880391365","1549325019393642497","monii_sc__"
"1802982500630716664","Wed Jun 19 10:11:40 +0000 2024","0","@awndhr @sicepat_ekspres Iya aku jg gini tp gada tanggapan dr cs sicepat","1803370052777025599","","awndhr","in","id","0","1","0","https://x.com/titicantip/status/1803370052777025599","1374513890281672712","titicantip"
"1802991880235573726","Wed Jun 19 10:11:14 +0000 2024","0","@sicepat_ekspres @pinanditar Woeeee bales dong","1803369943943225557","","sicepat_ekspres","en","id","0","0","0","https://x.com/titicantip/status/1803369943943225557","1374513890281672712","titicantip"
"1803364100724105719","Wed Jun 19 09:48:01 +0000 2024","0","@sicepat_ekspres tolong cek DM yaa","1803364100724105719","","sicepat_ekspres","in","","0","0","0","https://x.com/_flvffypvff/status/1803364100724105719","1346779814183616514","_flvffypvff"
"1803353290442441197","Wed Jun 19 09:22:58 +0000 2024","0","@yooncheonsa____ gila gue ga sanggup lagi sama sicepat","1803357800225186149","","yooncheonsa____","in","˚ෆ Caratland .° ༘","0","0","0","https://x.com/holyibrasxz/status/1803357800225186149","1664094576649588738","holyibrasxz"
"1803353557300887923","Wed Jun 19 09:06:07 +0000 2024","0","Shopee Diselidiki soal Monopoli Apa Kata Anteraja JNE SiCepat? https://t.co/yZEjETQOsK","1803353557300887923","","","in","Jakarta","0","1","0","https://x.com/KATADATAcoid/status/1803353557300887923","552523769","KATADATAcoid"
"1796379973617688977","Wed Jun 19 08:49:28 +0000 2024","0","@sicepat_ekspres Permisi min tolong cek pesanan dengan resi ini 004318904173. Pesanannya diantar ke alamat yang berbeda dengan yang dipesan oleh pembeli dan bukti fotonya juga blur oleh kurirnya","1803349367350501556","","sicepat_ekspres","in","Bandung","0","0","0","https://x.com/zonabergaya/status/1803349367350501556","1670668899682222080","zonabergaya"
"1803348131402395726","Wed Jun 19 08:44:33 +0000 2024","0","want to sell wts sonny angel hippers crocodile looking back -204k (harga aft svid+incl adm) -With bnf -Unused+fresh pull -Ready Ina -Pengiriman pilih: sicepat/jne/jnt tag. sonny angel lfb songel unsealed wts wtb sell sonny angel hippers animal harvest series https://t.co/8mvUPaMN2t","1803348131402395726","https://pbs.twimg.com/media/GQbHkULaIAEqkwT.jpg","","en","","0","2","0","https://x.com/munjungevnne/status/1803348131402395726","1690570126318522368","munjungevnne"
"1803346119021518904","Wed Jun 19 08:36:33 +0000 2024","0","kurir ekspedisi yg biasanya pickup kerumah udah pada resign. begitupun kurir yang suka nganter paket lupa kurir apa antara anteraja atau sicepat. sopan bgt suka salam kalau mau nganter paket.. moga rejekinya berlimpah dan berkah.. sedih banget blm smpt ngasih hadiah ke mereka","1803346119021518904","","","in","","0","1","0","https://x.com/akangjannabi/status/1803346119021518904","1302997150087880704","akangjannabi"
"1803345183469404410","Wed Jun 19 08:32:50 +0000 2024","0","-ness loket sicepat area Unnes dmna ya?","1803345183469404410","","","in","DUKUNG KAMI :","0","0","0","https://x.com/nesslounge/status/1803345183469404410","2822155135","nesslounge"
"1803343675730305066","Wed Jun 19 08:26:51 +0000 2024","0"," INFO guys sekarang pengiriman memang pake anteraja aja. tadinya pake sicepat &amp; anteraja tapi belakangan sicepat sering banget paket sampe pembeli dalam keadaan rusak pecah hilang tanpa keterangan ( kalo kasus hilang pas retur ini aku ga dapet ganti dari ekspedisi :( )","1803343675730305066","","","in","kalo ga bisa dm, langsung wa","0","2","0","https://x.com/notureza/status/1803343675730305066","1201511607936749569","notureza"
"1803342780510642480","Wed Jun 19 08:23:18 +0000 2024","0","DISURUH DROP DI CABANG YG JAUHNYA 1 JAM??? menurut lu anjirrrrr yg bener aja lu sicepat","1803342780510642480","","","in","🌷🪸🥗🤍🥤⛵️🎀🧸","0","0","0","https://x.com/eyesmilediaries/status/1803342780510642480","1677702307151253505","eyesmilediaries"
"1803103774124417391","Wed Jun 19 07:30:50 +0000 2024","0","@sicepat_ekspres Nggak. Ini bukan masalah harga barangnya harga barangnya nggak seberapa cuman gue nggak suka cara lu ngetreat customer lo kayak gini! @sicepat_ekspres","1803329577542119707","","Haebong96","in","","0","1","0","https://x.com/Haebong96/status/1803329577542119707","1598517076020559873","Haebong96"
"1803103774124417391","Wed Jun 19 07:29:01 +0000 2024","0","Sumpah!!!! Bikin emosi lu @sicepat_ekspres nggak guna CS lu! https://t.co/4dN4UCI0jl","1803329122833408238","https://pbs.twimg.com/media/GQa2QHSaIAMctTa.jpg","Haebong96","in","","0","1","0","https://x.com/Haebong96/status/1803329122833408238","1598517076020559873","Haebong96"
"1803328064597926220","Wed Jun 19 07:24:49 +0000 2024","0","sicepat KENAPA JELEK BGTTTTTT","1803328064597926220","","","in","🌷🪸🥗🤍🥤⛵️🎀🧸","0","1","0","https://x.com/eyesmilediaries/status/1803328064597926220","1677702307151253505","eyesmilediaries"
"1803326174913032546","Wed Jun 19 07:17:18 +0000 2024","0","thanks bgt ya btw @sicepat_ekspres https://t.co/dtp220hY9H","1803326174913032546","https://pbs.twimg.com/media/GQazmNEaIAI6lgt.jpg","","in","","0","0","0","https://x.com/monescapee/status/1803326174913032546","1444665860199616513","monescapee"
"1796379973617688977","Wed Jun 19 07:09:10 +0000 2024","0","@sicepat_ekspres Paket saya 004315884253 sjk tgl 15 ngg jalan2 knp????","1803324126779859132","","sicepat_ekspres","in","somewhere over the rainbow","0","0","0","https://x.com/meggydiffy/status/1803324126779859132","85516533","meggydiffy"
"1796379973617688977","Wed Jun 19 05:54:06 +0000 2024","0","@sicepat_ekspres Min kenapa paket saya yang 1 ini ga sampe-sampe ya malah keduluan sama yang baru dipesan resi :","1803305236079296862","","sicepat_ekspres","in","","0","0","0","https://x.com/EDestyara/status/1803305236079296862","2483279113","EDestyara"
"1803268604252877015","Wed Jun 19 05:46:20 +0000 2024","0","@Jo0esth Kadang juga misal kalau sicepat kan ada sicepat regb ada juga sicepat halu. Nah beberapa daerah udah gak nyediain sicepat halu akhirnya harus pakai yg lain. Ini kejadian pas aku mau kirim barang ke buyer.","1803303282489610601","","Jo0esth","in","","0","1","0","https://x.com/hatsuharuday/status/1803303282489610601","1690994495884824576","hatsuharuday"
"1803302522771349524","Wed Jun 19 05:43:19 +0000 2024","0","@sicepat_ekspres cek dm","1803302522771349524","","sicepat_ekspres","tr","","0","0","0","https://x.com/sebatsampoerna/status/1803302522771349524","1216002420657909762","sebatsampoerna"
"1803295385030656415","Wed Jun 19 05:14:58 +0000 2024","0","@sicepat_ekspres jelek lu","1803295385030656415","","sicepat_ekspres","in","","0","0","0","https://x.com/chocotruffie/status/1803295385030656415","439796824","chocotruffie"
"1803266264791715877","Wed Jun 19 03:19:15 +0000 2024","0","udah kebelet pipis malah minum banyak karna panik wkwk","1803266264791715877","","","in","","0","0","0","https://x.com/tridesu/status/1803266264791715877","4108813278","tridesu"
"1803261717528584345","Wed Jun 19 03:01:11 +0000 2024","1","udah pickup telat 3 hari giliran didrop prosesnya masih lama juga. jelek banget sicepat RESEKKKKKKK","1803261717528584345","","","in","","0","0","0","https://x.com/chocotruffie/status/1803261717528584345","439796824","chocotruffie"
"1796379973617688977","Wed Jun 19 02:51:16 +0000 2024","0","@sicepat_ekspres Pake sicepat best dari sudah hampir seminggu sampai sekarang masih belum sampai juga bagaimana ini min 005245640065","1803259221632491570","","sicepat_ekspres","in","","0","0","0","https://x.com/teddfsy/status/1803259221632491570","1886041909","teddfsy"
"1803258549755322763","Wed Jun 19 02:48:35 +0000 2024","1","Want To Sell Mingyu PC Help rt/likes~ Jateng INA Sicepat/Anteraja Splitpay CO video Shopee Good Condi https://t.co/aw9QIxx480","1803258549755322763","https://pbs.twimg.com/media/GQZ2FxDbMAEKqXM.jpg","","en","Mingyu 🌸✨🩷🪞","1","2","1","https://x.com/goolaligyu/status/1803258549755322763","1779905279997710336","goolaligyu"
"1803254593067032715","Wed Jun 19 02:32:52 +0000 2024","0","emg Tokopedia nih kurirnya bisa ganti2 gini? dr sicepat jd jne??? https://t.co/0YiuVUequj","1803254593067032715","https://pbs.twimg.com/media/GQZyfcdaIAEnS-9.jpg","","in","","0","0","0","https://x.com/cheesckey/status/1803254593067032715","993132025774161921","cheesckey"
"1803247337881608538","Wed Jun 19 02:04:02 +0000 2024","0","@sicepat_ekspres min tolong bantu cek paket dengan resi 005245729498 dari hari senin stuck harusnya sudah sampai dari kemarin https://t.co/ydGncFDjTN","1803247337881608538","https://pbs.twimg.com/media/GQZr5DcaIAE5spn.jpg","sicepat_ekspres","in","","0","0","0","https://x.com/recehgerll/status/1803247337881608538","1332649645701382146","recehgerll"
"1803241593518039207","Wed Jun 19 01:41:13 +0000 2024","0"," Estimasi tgl 15 ya kak Estimasi tgl 18 ya kak Mohon ditunggu 3 x 24 jam hari kerja setelah laporan dibuat ya kak Sicepat beneran kek tai","1803241593518039207","","","in","","0","0","0","https://x.com/cafeasteroids/status/1803241593518039207","1249937718022246400","cafeasteroids"
"1803228656543867098","Wed Jun 19 00:49:48 +0000 2024","0","mau ngasih appreciation post untuk @sicepat_ekspres &amp; seller Electronic Gadget Store. beli barang hari Minggu ngira bakal dianter Selasa terus sampainya hari Jum at but no. terlampir langsung diproses hari itu juga followed with pengiriman yg cepet pol &amp; smooth. https://t.co/1PoGQYdKlJ","1803228656543867098","https://pbs.twimg.com/media/GQZa5w4aIAEot7Y.jpg","","in","","0","1","0","https://x.com/mefreaktastic/status/1803228656543867098","1372429363350622210","mefreaktastic"
"1803227713848869296","Wed Jun 19 00:46:03 +0000 2024","0","@sicepat_ekspres ini gimana yaaa paket dari tanggal 25 mei 2024 sampai sekarang belum sampai balesan awal katanya direturn abis itu suruh nunggu sampai tanggal 26 juni hampir sebulan ini https://t.co/1KBMLKVqeF","1803227713848869296","https://pbs.twimg.com/media/GQZaDKIaIAMP726.jpg","sicepat_ekspres","in","Gwangju","0","0","0","https://x.com/sope_boice94/status/1803227713848869296","1270149928786948096","sope_boice94"
"1803219900061958405","Wed Jun 19 00:15:01 +0000 2024","0","@sicepat_ekspres min lama bgt sih atas no resi 004318964360???? pdhl instan","1803219900061958405","","sicepat_ekspres","in","Indonesia","0","0","0","https://x.com/notfall_far/status/1803219900061958405","3240500329","notfall_far"
"1803198067145146846","Tue Jun 18 22:48:15 +0000 2024","0","Ga bisa banyak berharap dah kalo kurirnya sicepat atau anteraja","1803198067145146846","","","in","","0","1","0","https://x.com/Fariz_RH/status/1803198067145146846","117311072","Fariz_RH"
"1803103774124417391","Tue Jun 18 16:33:34 +0000 2024","0","Min @sicepat_ekspres ini actionnya apa ya??? Udah dari tanggal 8 Juni loh. Di Wa dan email juga responnya nggak ada. https://t.co/QVBU2iC2YE","1803103774124417391","https://pbs.twimg.com/media/GQXpUqxaIAIt5aR.jpg","","in","","0","1","0","https://x.com/Haebong96/status/1803103774124417391","1598517076020559873","Haebong96"
"1803100838862418315","Tue Jun 18 16:21:54 +0000 2024","0","@sicepat_ekspres ini paket w lu ilangin kah kok udh 12 hari kaga nyampe2 pdhl cmn dari jkt ke madiun??","1803100838862418315","","sicepat_ekspres","in","˚ෆ Caratland .° ༘","0","0","0","https://x.com/holyibrasxz/status/1803100838862418315","1664094576649588738","holyibrasxz"
"1803038534502101414","Tue Jun 18 12:23:12 +0000 2024","0","gamau tau besok udah harus sampe @sicepat_ekspres","1803040769177198953","","holyibrasxz","in","˚ෆ Caratland .° ༘","0","0","0","https://x.com/holyibrasxz/status/1803040769177198953","1664094576649588738","holyibrasxz"
"1803040347372826706","Tue Jun 18 12:21:32 +0000 2024","0","sicepat ganti aja jadi silambat","1803040347372826706","","","in","#17","0","0","0","https://x.com/0nly3v4/status/1803040347372826706","1377492329871810565","0nly3v4"
"1803038563929640992","Tue Jun 18 12:14:27 +0000 2024","0","bokap jadi berantem sama adek gara2 adek gue belain anter paket gue yang ga dipickup mulu sama sicepat dari hari sabtu","1803038563929640992","","","in","","0","0","0","https://x.com/chocotruffie/status/1803038563929640992","439796824","chocotruffie"
"1803038534502101414","Tue Jun 18 12:14:20 +0000 2024","0","@sicepat_ekspres mana paketku https://t.co/IXAg2eoDzM","1803038534502101414","https://pbs.twimg.com/media/GQWt_Tcb0AAa3AZ.jpg","sicepat_ekspres","lv","˚ෆ Caratland .° ༘","1","1","0","https://x.com/holyibrasxz/status/1803038534502101414","1664094576649588738","holyibrasxz"
"1803035649190318148","Tue Jun 18 12:02:52 +0000 2024","0","Pengakuan Anteraja dan SiCepat Terhadap Isu Dugaan Monopoli Shopee: Sejak Kita Berdiri Sebagai.. #anteraja #sicepat #shopee #monopoli https://t.co/NInjTwayk1","1803035649190318148","","","in","banyuwangi","0","0","0","https://x.com/Jurnaltinta_/status/1803035649190318148","1776837330038587394","Jurnaltinta_"
"1803029538240377152","Tue Jun 18 11:48:14 +0000 2024","0","@MafuyuMD Kenapa","1803031967900094664","","MafuyuMD","in","","0","0","0","https://x.com/RonSICEPAT/status/1803031967900094664","1794708952317587456","RonSICEPAT"
"1803025860364271784","Tue Jun 18 11:47:13 +0000 2024","0","@furelysian Maaf yaa : ))","1803031713440047505","","furelysian","in","","0","0","0","https://x.com/RonSICEPAT/status/1803031713440047505","1794708952317587456","RonSICEPAT"
"1803029739483050490","Tue Jun 18 11:39:23 +0000 2024","0","males bgt pake sicepat sumpah aneh","1803029739483050490","","","in","","0","0","0","https://x.com/chocotruffie/status/1803029739483050490","439796824","chocotruffie"
"1803018306796048845","Tue Jun 18 10:53:57 +0000 2024","0","Aku ngedrop paket ke gudangnya njirrr. Sumpah gue taunya sicepat dekat rumah aku tuh gudangnya itu drop pointnya malah gue enggak tau dimana. Itu gpp kan yak? Kata kurir disana gpp yang penting resinya udah ada tapi aku worry aja wk-wk ","1803018306796048845","","","in","Seoul, Republic of Korea","0","0","0","https://x.com/hi_hyein29/status/1803018306796048845","89848345","hi_hyein29"
"1802924275147678040","Tue Jun 18 10:49:51 +0000 2024","0","@sicepat_ekspres Mana min kok gak dibales2 @sicepat_ekspres https://t.co/qTXWQ93XLC","1803017273705467968","https://pbs.twimg.com/media/GQWap8ia4AA6jUR.jpg","sicepat_ekspres","in","","0","0","0","https://x.com/jakrobs/status/1803017273705467968","1465400557871398913","jakrobs"
"1803010579554292198","Tue Jun 18 10:23:15 +0000 2024","0","@sicepat_ekspres halo tolong follow up pesanan saya tak kunjung dipickup oleh kurir sejak tadi","1803010579554292198","","sicepat_ekspres","in","","0","0","0","https://x.com/kukluxcats/status/1803010579554292198","246669887","kukluxcats"
"1803000504144031878","Tue Jun 18 09:43:12 +0000 2024","0","Demi Allah kurir sicepat jelek banget. Gada kabar.","1803000504144031878","","","in","Preloved Stuffs check pinned.","0","0","0","https://x.com/sugohetda/status/1803000504144031878","1800469826990907392","sugohetda"
"1802998717685129389","Tue Jun 18 09:36:07 +0000 2024","0","ini harus gimana yaa supaya paketnya di pick up @AnterajaCare @sicepat_ekspres","1802998717685129389","","","in","","0","0","0","https://x.com/raee3a/status/1802998717685129389","1665958385928527872","raee3a"
"1802994483518390504","Tue Jun 18 09:32:42 +0000 2024","0","@SemarakDasa https://t.co/OczunRRWEi","1802997860151287924","https://pbs.twimg.com/media/GQWI_6baAAAanO7.jpg","SemarakDasa","qme","","0","0","0","https://x.com/RonSICEPAT/status/1802997860151287924","1794708952317587456","RonSICEPAT"
"1801654340387766522","Tue Jun 18 09:32:26 +0000 2024","0","@SemarakDasa APALAH.","1802997793109483593","","SemarakDasa","in","","0","0","0","https://x.com/RonSICEPAT/status/1802997793109483593","1794708952317587456","RonSICEPAT"
"1802994483518390504","Tue Jun 18 09:28:37 +0000 2024","0","@SemarakDasa Kakak.","1802996830483185987","","SemarakDasa","tl","","0","1","0","https://x.com/RonSICEPAT/status/1802996830483185987","1794708952317587456","RonSICEPAT"
"1802991880235573726","Tue Jun 18 09:23:30 +0000 2024","0","@pinanditar @pinanditar Hai Kak mohon maaf atas kendala paket Kakak kami akan bantu untuk tidaklanjuti ya Kak. Mohon dibantu untuk informasikan melalui whatsapp atau email kendala paketnya Kak. Terima kasih ^","1802995544392179852","","pinanditar","in","Indonesia","0","1","0","https://x.com/sicepat_ekspres/status/1802995544392179852","4417582514","sicepat_ekspres"
"1802994483518390504","Tue Jun 18 09:19:17 +0000 2024","0"," You attract what you fear AAAAA takut banget sama dasa seseorang yang dari rumahnya lalu jarang makan nasi dan sering jajan bilung AAA","1802994483518390504","","","in","","0","1","0","https://x.com/RonSICEPAT/status/1802994483518390504","1794708952317587456","RonSICEPAT"
"1802984957478055993","Tue Jun 18 09:15:38 +0000 2024","0","@IlmiHitam Udah gak papa salahin gw aja","1802993566723023225","","IlmiHitam","in","","0","0","0","https://x.com/RonSICEPAT/status/1802993566723023225","1794708952317587456","RonSICEPAT"
"1802935165146300788","Tue Jun 18 09:15:26 +0000 2024","0","@LunoxFISIP Sebenernya gw sksd sih.. gw gak nyangka lu jawabnya serius : )","1802993513195344053","","LunoxFISIP","in","","0","0","0","https://x.com/RonSICEPAT/status/1802993513195344053","1794708952317587456","RonSICEPAT"
"1802989153094967407","Tue Jun 18 09:15:00 +0000 2024","0","@MafuyuMD DUIT DARI MANE","1802993407247167681","","MafuyuMD","in","","0","1","0","https://x.com/RonSICEPAT/status/1802993407247167681","1794708952317587456","RonSICEPAT"
"1802558952493760764","Tue Jun 18 09:14:48 +0000 2024","0","@MikagePrince Udah coba fwa belum","1802993354323726343","","MikagePrince","in","","0","1","0","https://x.com/RonSICEPAT/status/1802993354323726343","1794708952317587456","RonSICEPAT"
"1802558952493760764","Tue Jun 18 09:14:33 +0000 2024","0","@MafuyuMD Ajg mksd lu : ') weh lgsg book aja dan langsung kesana ngecek. Udah?","1802993292281532729","","MafuyuMD","in","","0","1","0","https://x.com/RonSICEPAT/status/1802993292281532729","1794708952317587456","RonSICEPAT"
